id,name,unit,special_id,view,is_active,city_id,city_name,district_id,district_name,ward_id,ward_name,address_line_2,color,created_at,updated_at,price,display_price,min_price,max_price,note,editor,price_temp,display_price_temp,editor_temp,note_temp,city_id_temp,district_id_temp,min_price_temp,max_price_temp,date,datetime
9714,URÊ NINH BÌNH,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,545000,545000,535000,555000,,0379630054,545000,545000,0379630054,,87,,535000,555000,16/11,16/11/2023 10:49
9714,URÊ NINH BÌNH,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,545000,545000,535000,555000,,0379630054,545000,545000,0379630054,,87,,535000,555000,15/11,15/11/2023 11:39
9714,URÊ NINH BÌNH,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,545000,545000,535000,555000,,0379630054,545000,545000,0379630054,,87,,535000,555000,15/11,15/11/2023 11:15
9714,URÊ NINH BÌNH,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,545000,545000,535000,555000,,0379630054,545000,545000,0379630054,,87,,535000,555000,14/11,14/11/2023 11:35
9714,URÊ NINH BÌNH,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,545000,545000,535000,555000,,0379630054,545000,545000,0379630054,,87,,535000,555000,13/11,13/11/2023 12:27
9714,URÊ NINH BÌNH,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,545000,545000,535000,555000,,0379630054,545000,545000,0379630054,,87,,535000,555000,12/11,12/11/2023 11:51
9714,URÊ NINH BÌNH,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,545000,545000,535000,555000,,0379630054,545000,545000,0379630054,,87,,535000,555000,11/11,11/11/2023 13:44
9714,URÊ NINH BÌNH,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,545000,545000,535000,555000,,0379630054,545000,545000,0379630054,,87,,535000,555000,10/11,10/11/2023 10:23
9714,URÊ NINH BÌNH,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,545000,545000,535000,555000,,0379630054,545000,545000,0379630054,,87,,535000,555000,08/11,08/11/2023 11:07
9714,URÊ NINH BÌNH,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,545000,545000,535000,555000,,0379630054,545000,545000,0379630054,,87,,535000,555000,07/11,07/11/2023 11:51
9715,KALI MIỄNG CÀ MAU,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,570000,570000,560000,580000,,0379630054,570000,570000,0379630054,,87,,560000,580000,16/11,16/11/2023 10:49
9715,KALI MIỄNG CÀ MAU,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,570000,570000,560000,580000,,0379630054,570000,570000,0379630054,,87,,560000,580000,15/11,15/11/2023 11:39
9715,KALI MIỄNG CÀ MAU,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,570000,570000,560000,580000,,0379630054,590000,590000,0379630054,,87,,580000,600000,15/11,15/11/2023 11:15
9715,KALI MIỄNG CÀ MAU,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,570000,570000,560000,580000,,0379630054,590000,590000,0379630054,,87,,580000,600000,14/11,14/11/2023 11:35
9715,KALI MIỄNG CÀ MAU,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,570000,570000,560000,580000,,0379630054,590000,590000,0379630054,,87,,580000,600000,13/11,13/11/2023 12:27
9715,KALI MIỄNG CÀ MAU,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,570000,570000,560000,580000,,0379630054,590000,590000,0379630054,,87,,580000,600000,12/11,12/11/2023 11:51
9715,KALI MIỄNG CÀ MAU,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,570000,570000,560000,580000,,0379630054,590000,590000,0379630054,,87,,580000,600000,11/11,11/11/2023 13:44
9715,KALI MIỄNG CÀ MAU,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,570000,570000,560000,580000,,0379630054,590000,590000,0379630054,,87,,580000,600000,10/11,10/11/2023 10:23
9715,KALI MIỄNG CÀ MAU,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,570000,570000,560000,580000,,0379630054,590000,590000,0379630054,,87,,580000,600000,08/11,08/11/2023 11:07
9715,KALI MIỄNG CÀ MAU,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,570000,570000,560000,580000,,0379630054,590000,590000,0379630054,,87,,580000,600000,07/11,07/11/2023 11:51
9716,NPK 16-16-8 CÀ MAU,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,16/11,16/11/2023 10:49
9716,NPK 16-16-8 CÀ MAU,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,15/11,15/11/2023 11:39
9716,NPK 16-16-8 CÀ MAU,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,15/11,15/11/2023 11:15
9716,NPK 16-16-8 CÀ MAU,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,14/11,14/11/2023 11:35
9716,NPK 16-16-8 CÀ MAU,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,13/11,13/11/2023 12:27
9716,NPK 16-16-8 CÀ MAU,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,12/11,12/11/2023 11:51
9716,NPK 16-16-8 CÀ MAU,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,11/11,11/11/2023 13:44
9716,NPK 16-16-8 CÀ MAU,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,10/11,10/11/2023 10:23
9716,NPK 16-16-8 CÀ MAU,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,08/11,08/11/2023 11:07
9716,NPK 16-16-8 CÀ MAU,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,07/11,07/11/2023 11:51
9717,NPK 16-16-8 PHÚ MỸ,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,16/11,16/11/2023 10:49
9717,NPK 16-16-8 PHÚ MỸ,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,15/11,15/11/2023 11:39
9717,NPK 16-16-8 PHÚ MỸ,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,15/11,15/11/2023 11:15
9717,NPK 16-16-8 PHÚ MỸ,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,14/11,14/11/2023 11:35
9717,NPK 16-16-8 PHÚ MỸ,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,13/11,13/11/2023 12:27
9717,NPK 16-16-8 PHÚ MỸ,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,12/11,12/11/2023 11:51
9717,NPK 16-16-8 PHÚ MỸ,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,11/11,11/11/2023 13:44
9717,NPK 16-16-8 PHÚ MỸ,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,10/11,10/11/2023 10:23
9717,NPK 16-16-8 PHÚ MỸ,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,08/11,08/11/2023 11:07
9717,NPK 16-16-8 PHÚ MỸ,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,685000,685000,670000,700000,,0379630054,685000,685000,0379630054,,87,,670000,700000,07/11,07/11/2023 11:51
9718,NPK 16-16-8 VIỆT NHẬT,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,665000,665000,660000,670000,,0379630054,665000,665000,0379630054,,87,,660000,670000,16/11,16/11/2023 10:49
9718,NPK 16-16-8 VIỆT NHẬT,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,665000,665000,660000,670000,,0379630054,665000,665000,0379630054,,87,,660000,670000,15/11,15/11/2023 11:39
9718,NPK 16-16-8 VIỆT NHẬT,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,665000,665000,660000,670000,,0379630054,665000,665000,0379630054,,87,,660000,670000,15/11,15/11/2023 11:15
9718,NPK 16-16-8 VIỆT NHẬT,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,665000,665000,660000,670000,,0379630054,665000,665000,0379630054,,87,,660000,670000,14/11,14/11/2023 11:35
9718,NPK 16-16-8 VIỆT NHẬT,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,665000,665000,660000,670000,,0379630054,665000,665000,0379630054,,87,,660000,670000,13/11,13/11/2023 12:27
9718,NPK 16-16-8 VIỆT NHẬT,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,665000,665000,660000,670000,,0379630054,665000,665000,0379630054,,87,,660000,670000,12/11,12/11/2023 11:51
9718,NPK 16-16-8 VIỆT NHẬT,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,665000,665000,660000,670000,,0379630054,665000,665000,0379630054,,87,,660000,670000,11/11,11/11/2023 13:44
9718,NPK 16-16-8 VIỆT NHẬT,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,665000,665000,660000,670000,,0379630054,665000,665000,0379630054,,87,,660000,670000,10/11,10/11/2023 10:23
9718,NPK 16-16-8 VIỆT NHẬT,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,665000,665000,660000,670000,,0379630054,665000,665000,0379630054,,87,,660000,670000,08/11,08/11/2023 11:07
9718,NPK 16-16-8 VIỆT NHẬT,BAO,2,1.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,665000,665000,660000,670000,,0379630054,665000,665000,0379630054,,87,,660000,670000,07/11,07/11/2023 11:51
9719,NPK 20-20-15 BA CON CÒ,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,900000,900000,890000,910000,,0379630054,900000,900000,0379630054,,87,,890000,910000,16/11,16/11/2023 10:49
9719,NPK 20-20-15 BA CON CÒ,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,900000,900000,890000,910000,,0379630054,900000,900000,0379630054,,87,,890000,910000,15/11,15/11/2023 11:39
9719,NPK 20-20-15 BA CON CÒ,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,900000,900000,890000,910000,,0379630054,900000,900000,0379630054,,87,,890000,910000,15/11,15/11/2023 11:15
9719,NPK 20-20-15 BA CON CÒ,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,900000,900000,890000,910000,,0379630054,900000,900000,0379630054,,87,,890000,910000,14/11,14/11/2023 11:35
9719,NPK 20-20-15 BA CON CÒ,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,900000,900000,890000,910000,,0379630054,900000,900000,0379630054,,87,,890000,910000,13/11,13/11/2023 12:27
9719,NPK 20-20-15 BA CON CÒ,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,900000,900000,890000,910000,,0379630054,900000,900000,0379630054,,87,,890000,910000,12/11,12/11/2023 11:51
9719,NPK 20-20-15 BA CON CÒ,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,900000,900000,890000,910000,,0379630054,900000,900000,0379630054,,87,,890000,910000,11/11,11/11/2023 13:44
9719,NPK 20-20-15 BA CON CÒ,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,900000,900000,890000,910000,,0379630054,900000,900000,0379630054,,87,,890000,910000,10/11,10/11/2023 10:23
9719,NPK 20-20-15 BA CON CÒ,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,900000,900000,890000,910000,,0379630054,900000,900000,0379630054,,87,,890000,910000,08/11,08/11/2023 11:07
9719,NPK 20-20-15 BA CON CÒ,BAO,2,,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,900000,900000,890000,910000,,0379630054,900000,900000,0379630054,,87,,890000,910000,07/11,07/11/2023 11:51
760,LÂN VĂN ĐIỂN,BAO,2,203.0,1,66, Đắk Lắk,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,265000,265000,240000,290000,,0379630054,265000,265000,0379630054,,66,,240000,290000,16/11,16/11/2023 10:49
760,LÂN VĂN ĐIỂN,BAO,2,203.0,1,66, Đắk Lắk,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,265000,265000,240000,290000,,0379630054,265000,265000,0379630054,,66,,240000,290000,15/11,15/11/2023 11:39
760,LÂN VĂN ĐIỂN,BAO,2,203.0,1,66, Đắk Lắk,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,265000,265000,240000,290000,,0379630054,265000,265000,0379630054,,66,,240000,290000,15/11,15/11/2023 11:15
760,LÂN VĂN ĐIỂN,BAO,2,203.0,1,66, Đắk Lắk,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,265000,265000,240000,290000,,0379630054,265000,265000,0379630054,,66,,240000,290000,14/11,14/11/2023 11:35
760,LÂN VĂN ĐIỂN,BAO,2,203.0,1,66, Đắk Lắk,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,265000,265000,240000,290000,,0379630054,265000,265000,0379630054,,66,,240000,290000,13/11,13/11/2023 12:27
760,LÂN VĂN ĐIỂN,BAO,2,203.0,1,66, Đắk Lắk,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,265000,265000,240000,290000,,0379630054,265000,265000,0379630054,,66,,240000,290000,12/11,12/11/2023 11:51
760,LÂN VĂN ĐIỂN,BAO,2,203.0,1,66, Đắk Lắk,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,265000,265000,240000,290000,,0379630054,265000,265000,0379630054,,66,,240000,290000,11/11,11/11/2023 13:44
760,LÂN VĂN ĐIỂN,BAO,2,203.0,1,66, Đắk Lắk,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,265000,265000,240000,290000,,0379630054,265000,265000,0379630054,,66,,240000,290000,10/11,10/11/2023 10:23
760,LÂN VĂN ĐIỂN,BAO,2,203.0,1,66, Đắk Lắk,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,265000,265000,240000,290000,,0379630054,265000,265000,0379630054,,66,,240000,290000,08/11,08/11/2023 11:07
760,LÂN VĂN ĐIỂN,BAO,2,203.0,1,66, Đắk Lắk,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,265000,265000,240000,290000,,0379630054,265000,265000,0379630054,,66,,240000,290000,07/11,07/11/2023 11:51
9720,DAP ĐÌNH VŨ,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,770000,770000,750000,790000,,0379630054,770000,770000,0379630054,,87,,750000,790000,16/11,16/11/2023 10:49
9720,DAP ĐÌNH VŨ,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,770000,770000,750000,790000,,0379630054,770000,770000,0379630054,,87,,750000,790000,15/11,15/11/2023 11:39
9720,DAP ĐÌNH VŨ,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,770000,770000,750000,790000,,0379630054,770000,770000,0379630054,,87,,750000,790000,15/11,15/11/2023 11:15
9720,DAP ĐÌNH VŨ,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,770000,770000,750000,790000,,0379630054,770000,770000,0379630054,,87,,750000,790000,14/11,14/11/2023 11:35
9720,DAP ĐÌNH VŨ,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,770000,770000,750000,790000,,0379630054,770000,770000,0379630054,,87,,750000,790000,13/11,13/11/2023 12:27
9720,DAP ĐÌNH VŨ,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,770000,770000,750000,790000,,0379630054,770000,770000,0379630054,,87,,750000,790000,12/11,12/11/2023 11:51
9720,DAP ĐÌNH VŨ,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,770000,770000,750000,790000,,0379630054,770000,770000,0379630054,,87,,750000,790000,11/11,11/11/2023 13:44
9720,DAP ĐÌNH VŨ,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,770000,770000,750000,790000,,0379630054,770000,770000,0379630054,,87,,750000,790000,10/11,10/11/2023 10:23
9720,DAP ĐÌNH VŨ,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,770000,770000,750000,790000,,0379630054,770000,770000,0379630054,,87,,750000,790000,08/11,08/11/2023 11:07
9720,DAP ĐÌNH VŨ,BAO,2,5.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,770000,770000,750000,790000,,0379630054,770000,770000,0379630054,,87,,750000,790000,07/11,07/11/2023 11:51
5113,NPK 20-6-6 NINH BÌNH,BAO,2,1.0,1,44, Quảng Bình,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,695000,695000,680000,710000,,0379630054,695000,695000,0379630054,,44,,680000,710000,16/11,16/11/2023 10:49
5113,NPK 20-6-6 NINH BÌNH,BAO,2,1.0,1,44, Quảng Bình,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,695000,695000,680000,710000,,0379630054,695000,695000,0379630054,,44,,680000,710000,15/11,15/11/2023 11:39
5113,NPK 20-6-6 NINH BÌNH,BAO,2,1.0,1,44, Quảng Bình,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,695000,695000,680000,710000,,0379630054,695000,695000,0379630054,,44,,680000,710000,15/11,15/11/2023 11:15
5113,NPK 20-6-6 NINH BÌNH,BAO,2,1.0,1,44, Quảng Bình,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,695000,695000,680000,710000,,0379630054,695000,695000,0379630054,,44,,680000,710000,14/11,14/11/2023 11:35
5113,NPK 20-6-6 NINH BÌNH,BAO,2,1.0,1,44, Quảng Bình,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,695000,695000,680000,710000,,0379630054,695000,695000,0379630054,,44,,680000,710000,13/11,13/11/2023 12:27
5113,NPK 20-6-6 NINH BÌNH,BAO,2,1.0,1,44, Quảng Bình,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,695000,695000,680000,710000,,0379630054,695000,695000,0379630054,,44,,680000,710000,12/11,12/11/2023 11:51
5113,NPK 20-6-6 NINH BÌNH,BAO,2,1.0,1,44, Quảng Bình,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,695000,695000,680000,710000,,0379630054,695000,695000,0379630054,,44,,680000,710000,11/11,11/11/2023 13:44
5113,NPK 20-6-6 NINH BÌNH,BAO,2,1.0,1,44, Quảng Bình,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,695000,695000,680000,710000,,0379630054,695000,695000,0379630054,,44,,680000,710000,10/11,10/11/2023 10:23
5113,NPK 20-6-6 NINH BÌNH,BAO,2,1.0,1,44, Quảng Bình,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,695000,695000,680000,710000,,0379630054,695000,695000,0379630054,,44,,680000,710000,08/11,08/11/2023 11:07
5113,NPK 20-6-6 NINH BÌNH,BAO,2,1.0,1,44, Quảng Bình,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,695000,695000,680000,710000,,0379630054,695000,695000,0379630054,,44,,680000,710000,07/11,07/11/2023 11:51
9721,DAP HỒNG HÀ,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,1115000,1115000,1100000,1130000,,0379630054,1115000,1115000,0379630054,,87,,1100000,1130000,16/11,16/11/2023 10:49
9721,DAP HỒNG HÀ,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,1115000,1115000,1100000,1130000,,0379630054,1115000,1115000,0379630054,,87,,1100000,1130000,15/11,15/11/2023 11:39
9721,DAP HỒNG HÀ,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,1115000,1115000,1100000,1130000,,0379630054,1115000,1115000,0379630054,,87,,1100000,1130000,15/11,15/11/2023 11:15
9721,DAP HỒNG HÀ,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,1115000,1115000,1100000,1130000,,0379630054,1115000,1115000,0379630054,,87,,1100000,1130000,14/11,14/11/2023 11:35
9721,DAP HỒNG HÀ,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,1115000,1115000,1100000,1130000,,0379630054,1115000,1115000,0379630054,,87,,1100000,1130000,13/11,13/11/2023 12:27
9721,DAP HỒNG HÀ,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,1115000,1115000,1100000,1130000,,0379630054,1115000,1115000,0379630054,,87,,1100000,1130000,12/11,12/11/2023 11:51
9721,DAP HỒNG HÀ,BAO,2,2.0,1,87, Đồng Tháp,,,,,,#000000,16/11/2023 10:49,16/11/2023 10:49,1115000,1115000,1100000,1130000,,0379630054,1115000,1115000,0379630054,,87,,1100000,1130000,11/11,11/11/2023 13:44
