Miền,Khu vực,Tỉnh,Mã C1,Tên C1,Mã NVTT,Tên NVTT,Mã Tuyến,Tên Tuyến,Mã KH,Tên KH,Số nhà,Đường,Phường/xã,Quận/huyện,Tỉnh/thành phố,SĐT,Số đơn hàng,Số đơn gốc,Loại đơn hàng,Đơn hàng tạo từ,Ngày đặt hàng,Ngày giao hàng,Mã kho,Tên kho,Mã SP,Tên Sản phẩm,Đơn giá,Quy cách,Số lượng (tấn),Số lượng (bao),Thành tiền (VND),Chương trình,Loại KM,Số tiền chiết khấu,SL khuyến mãi (tấn),SL khuyến mãi (bao),Trạng Thái,Ngày thực tế kế toán tạo đơn,Thời gian gửi SMS,Mã CTTL,Điểm
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Phú Yên,C1HONGCAM,Công ty TNHH TM Hồng Cẩm,NQHAI,Nguyễn Quang Hải,PHUYEN_KHANHHOA_NQH,PhuYen_KhanhHoa,230233C,CHPB Nguyễn Sơn,,,Xã Hòa Kiến,TP. Tuy Hoà,Tỉnh Phú Yên,0774484255,IN000010,E7037459633367,Đơn bán,Tablet,14/12/2023,,KHO_HONGCAM,Kho Hồng Cẩm,TP00000457,NPK PM 20-20-15+TE Bao 50 kg,1,20,1,20,17600000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Phú Yên,C1HONGCAM,Công ty TNHH TM Hồng Cẩm,NQHAI,Nguyễn Quang Hải,PHUYEN_KHANHHOA_NQH,PhuYen_KhanhHoa,230233C,CHPB Nguyễn Sơn,,,Xã Hòa Kiến,TP. Tuy Hoà,Tỉnh Phú Yên,0774484255,IN000010,E7037459633367,Đơn bán,Tablet,14/12/2023,,KHO_HONGCAM,Kho Hồng Cẩm,TP00000581,NPK PM 17-17-8+13S+TE Bao 50 kg L1,1,20,1,20,13000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Phú Yên,C1HONGCAM,Công ty TNHH TM Hồng Cẩm,NQHAI,Nguyễn Quang Hải,PHUYEN_KHANHHOA_NQH,PhuYen_KhanhHoa,2302343,HTX NN KD DV Hoà Phong,,,Xã Hòa Phong,Huyện Tây Hoà,Tỉnh Phú Yên,0912794506,IN000014,E6211346512912,Đơn bán,Tablet,14/12/2023,,KHO_HONGCAM,Kho Hồng Cẩm,TP00000001,Đạm Phú Mỹ,1,20,10,200,102000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Phú Yên,C1HONGCAM,Công ty TNHH TM Hồng Cẩm,NQHAI,Nguyễn Quang Hải,PHUYEN_KHANHHOA_NQH,PhuYen_KhanhHoa,2302343,HTX NN KD DV Hoà Phong,,,Xã Hòa Phong,Huyện Tây Hoà,Tỉnh Phú Yên,0912794506,IN000014,E6211346512912,Đơn bán,Tablet,14/12/2023,,KHO_HONGCAM,Kho Hồng Cẩm,TP00000581,NPK PM 17-17-8+13S+TE Bao 50 kg L1,1,20,2,40,26000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Phú Yên,C1HONGCAM,Công ty TNHH TM Hồng Cẩm,NQHAI,Nguyễn Quang Hải,PHUYEN_KHANHHOA_NQH,PhuYen_KhanhHoa,2302391,HTX DV NN Hoà Vinh,,,Thị trấn Hoà Vinh,Huyện Đông Hòa,Tỉnh Phú Yên,0977219648,IN000011,E4147268289125,Đơn bán,Tablet,14/12/2023,,KHO_HONGCAM,Kho Hồng Cẩm,TP00000001,Đạm Phú Mỹ,1,20,10,200,102000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Phú Yên,C1HONGCAM,Công ty TNHH TM Hồng Cẩm,NQHAI,Nguyễn Quang Hải,PHUYEN_KHANHHOA_NQH,PhuYen_KhanhHoa,2302391,HTX DV NN Hoà Vinh,,,Thị trấn Hoà Vinh,Huyện Đông Hòa,Tỉnh Phú Yên,0977219648,IN000011,E4147268289125,Đơn bán,Tablet,14/12/2023,,KHO_HONGCAM,Kho Hồng Cẩm,TP00000581,NPK PM 17-17-8+13S+TE Bao 50 kg L1,1,20,5,100,65000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Phú Yên,C1HONGCAM,Công ty TNHH TM Hồng Cẩm,NQHAI,Nguyễn Quang Hải,PHUYEN_KHANHHOA_NQH,PhuYen_KhanhHoa,2302467,CHPB Trung Nhị,,,Thị trấn Phú Thứ,Huyện Tây Hoà,Tỉnh Phú Yên,0982068639,IN000008,E1840971964807,Đơn bán,Tablet,14/12/2023,,KHO_HONGCAM,Kho Hồng Cẩm,TP00000001,Đạm Phú Mỹ,1,20,3,60,30600000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Phú Yên,C1HONGCAM,Công ty TNHH TM Hồng Cẩm,NQHAI,Nguyễn Quang Hải,PHUYEN_KHANHHOA_NQH,PhuYen_KhanhHoa,2302467,CHPB Trung Nhị,,,Thị trấn Phú Thứ,Huyện Tây Hoà,Tỉnh Phú Yên,0982068639,IN000008,E1840971964807,Đơn bán,Tablet,14/12/2023,,KHO_HONGCAM,Kho Hồng Cẩm,TP00000581,NPK PM 17-17-8+13S+TE Bao 50 kg L1,1,20,3,60,39000000,,,0,,,Đã duyệt,14/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Phú Yên,C1HONGCAM,Công ty TNHH TM Hồng Cẩm,NQHAI,Nguyễn Quang Hải,PHUYEN_KHANHHOA_NQH,PhuYen_KhanhHoa,2302467,CHPB Trung Nhị,,,Thị trấn Phú Thứ,Huyện Tây Hoà,Tỉnh Phú Yên,0982068639,IN000017,E1840978734264,Đơn bán,Tablet,16/12/2023,,KHO_HONGCAM,Kho Hồng Cẩm,TP00000581,NPK PM 17-17-8+13S+TE Bao 50 kg L1,1,20,4,80,52000000,,,0,,,Đã duyệt,16/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Phú Yên,C1HONGCAM,Công ty TNHH TM Hồng Cẩm,NQHAI,Nguyễn Quang Hải,PHUYEN_KHANHHOA_NQH,PhuYen_KhanhHoa,2302A32,CHPB Linh Lực,,,Xã Hòa Bình 1,Huyện Tây Hoà,Tỉnh Phú Yên,0974170980,IN000016,E1003658963995,Đơn bán,Tablet,16/12/2023,,KHO_HONGCAM,Kho Hồng Cẩm,PB00000542,Hữu cơ sinh học Sông Hương - Hạt,1,20,1,20,3600000,,,0,,,Đã duyệt,16/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Phú Yên,C1HONGCAM,Công ty TNHH TM Hồng Cẩm,NQHAI,Nguyễn Quang Hải,PHUYEN_KHANHHOA_NQH,PhuYen_KhanhHoa,2302A32,CHPB Linh Lực,,,Xã Hòa Bình 1,Huyện Tây Hoà,Tỉnh Phú Yên,0974170980,IN000016,E1003658963995,Đơn bán,Tablet,16/12/2023,,KHO_HONGCAM,Kho Hồng Cẩm,TP00000443,NPK PM 16-16-8+13S+TE- bao 50 kg,1,20,1,20,12500000,,,0,,,Đã duyệt,16/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Phú Yên,C1HONGCAM,Công ty TNHH TM Hồng Cẩm,NQHAI,Nguyễn Quang Hải,PHUYEN_KHANHHOA_NQH,PhuYen_KhanhHoa,2302A32,CHPB Linh Lực,,,Xã Hòa Bình 1,Huyện Tây Hoà,Tỉnh Phú Yên,0974170980,IN000016,E1003658963995,Đơn bán,Tablet,16/12/2023,,KHO_HONGCAM,Kho Hồng Cẩm,TP00000457,NPK PM 20-20-15+TE Bao 50 kg,1,20,1,20,17500000,,,0,,,Đã duyệt,16/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Phú Yên,C1HONGCAM,Công ty TNHH TM Hồng Cẩm,NQHAI,Nguyễn Quang Hải,PHUYEN_KHANHHOA_NQH,PhuYen_KhanhHoa,2302A32,CHPB Linh Lực,,,Xã Hòa Bình 1,Huyện Tây Hoà,Tỉnh Phú Yên,0974170980,IN000016,E1003658963995,Đơn bán,Tablet,16/12/2023,,KHO_HONGCAM,Kho Hồng Cẩm,TP00000665,Đạm Phú Mỹ+KeBo 50 kg,1,20,1,20,11600000,,,0,,,Đã duyệt,16/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1DUCXINH,Công ty TNHH DVTM Đức Xinh,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200240,CH Hoàng Huệ,,,Xã Trung Hải,Huyện Gio Linh,Tỉnh Quảng Trị,0918120446,IN000002,E3566812227400,Đơn bán,Tablet,11/12/2023,,KHO_DUCXINH,Kho Đức Xinh,TP00000001,Đạm Phú Mỹ,1,20,10,200,106000000,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1DUCXINH,Công ty TNHH DVTM Đức Xinh,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200240,CH Hoàng Huệ,,,Xã Trung Hải,Huyện Gio Linh,Tỉnh Quảng Trị,0918120446,IN000010,E3566852332700,Đơn bán,Tablet,16/12/2023,,KHO_DUCXINH,Kho Đức Xinh,TP00000001,Đạm Phú Mỹ,1,20,9,180,91800000,,,0,,,Đã duyệt,16/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1DUCXINH,Công ty TNHH DVTM Đức Xinh,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200241,CH Thu Nghĩa Hồ Xá,,,Thị trấn Hồ Xá,Huyện Vĩnh Linh,Tỉnh Quảng Trị,0944812369,IN000006,E3566958787046,Đơn bán,Tablet,11/12/2023,,KHO_DUCXINH,Kho Đức Xinh,TP00000001,Đạm Phú Mỹ,1,20,20,400,208000000,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1DUCXINH,Công ty TNHH DVTM Đức Xinh,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200242,CH Ngọc Diễm,,,Xã Hải Sơn,Huyện Hải Lăng,Tỉnh Quảng Trị,0905544266,IN000007,E3567066646368,Đơn bán,Tablet,12/12/2023,,KHO_DUCXINH,Kho Đức Xinh,TP00000001,Đạm Phú Mỹ,1,20,12,240,123600000,,,0,,,Đã duyệt,12/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1DUCXINH,Công ty TNHH DVTM Đức Xinh,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200253,CH Phân bón Lê Thị Hường,,,Phường An Hòa,TP. Huế,Tỉnh Thừa Thiên Huế,0868338801,IN000005,E3568731875968,Đơn bán,Tablet,11/12/2023,,KHO_DUCXINH,Kho Đức Xinh,TP00000001,Đạm Phú Mỹ,1,20,20,400,208000000,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1DUCXINH,Công ty TNHH DVTM Đức Xinh,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200253,CH Phân bón Lê Thị Hường,,,Phường An Hòa,TP. Huế,Tỉnh Thừa Thiên Huế,0868338801,IN000011,E3568756812991,Đơn bán,Tablet,16/12/2023,,KHO_DUCXINH,Kho Đức Xinh,TP00000001,Đạm Phú Mỹ,1,20,5,100,51000000,,,0,,,Đã duyệt,16/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1DUCXINH,Công ty TNHH DVTM Đức Xinh,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200333,Cty TNHH Thanh Thanh,,,Phường 2,Thị xã Quảng Trị,Tỉnh Quảng Trị,0900000000,IN000004,E3591135204792,Đơn bán,Tablet,11/12/2023,,KHO_DUCXINH,Kho Đức Xinh,TP00000001,Đạm Phú Mỹ,1,20,17,340,176800000,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1DUCXINH,Công ty TNHH DVTM Đức Xinh,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200334,CH Hồng Hiệp,,,Phường 3,Thị xã Quảng Trị,Tỉnh Quảng Trị,0900000000,IN000003,E3591232857277,Đơn bán,Tablet,11/12/2023,,KHO_DUCXINH,Kho Đức Xinh,TP00000001,Đạm Phú Mỹ,1,20,10,200,105000000,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1DUCXINH,Công ty TNHH DVTM Đức Xinh,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200334,CH Hồng Hiệp,,,Phường 3,Thị xã Quảng Trị,Tỉnh Quảng Trị,0900000000,IN000009,E3591257303207,Đơn bán,Tablet,15/12/2023,,KHO_DUCXINH,Kho Đức Xinh,TP00000001,Đạm Phú Mỹ,1,20,6,120,62400000,,,0,,,Đã duyệt,15/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1DUCXINH,Công ty TNHH DVTM Đức Xinh,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200335,CH Dũng Chiến,,,Xã Triệu Long,Huyện Triệu Phong,Tỉnh Quảng Trị,0900000000,IN000001,E3591361688872,Đơn bán,Tablet,11/12/2023,,KHO_DUCXINH,Kho Đức Xinh,TP00000001,Đạm Phú Mỹ,1,20,20,400,208000000,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1DUCXINH,Công ty TNHH DVTM Đức Xinh,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200335,CH Dũng Chiến,,,Xã Triệu Long,Huyện Triệu Phong,Tỉnh Quảng Trị,0900000000,IN000001,E3591361688872,Đơn bán,Tablet,11/12/2023,,KHO_DUCXINH,Kho Đức Xinh,TP00000443,NPK PM 16-16-8+13S+TE- bao 50 kg,1,20,24,480,297600000,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1DUCXINH,Công ty TNHH DVTM Đức Xinh,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200335,CH Dũng Chiến,,,Xã Triệu Long,Huyện Triệu Phong,Tỉnh Quảng Trị,0900000000,IN000008,E3591331811950,Đơn bán,Tablet,15/12/2023,,KHO_DUCXINH,Kho Đức Xinh,TP00000001,Đạm Phú Mỹ,1,20,16,320,164800000,,,0,,,Đã duyệt,15/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1DUCXINH,Công ty TNHH DVTM Đức Xinh,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200335,CH Dũng Chiến,,,Xã Triệu Long,Huyện Triệu Phong,Tỉnh Quảng Trị,0900000000,IN000013,E3591303828585,Đơn bán,Tablet,16/12/2023,,KHO_DUCXINH,Kho Đức Xinh,TP00000001,Đạm Phú Mỹ,1,20,6,120,61200000,,,0,,,Đã duyệt,16/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1DUCXINH,Công ty TNHH DVTM Đức Xinh,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200340,CH Vĩnh Huế,,,Xã Trung Hải,Huyện Gio Linh,Tỉnh Quảng Trị,0900000000,IN000012,E3592459608172,Đơn bán,Tablet,16/12/2023,,KHO_DUCXINH,Kho Đức Xinh,TP00000001,Đạm Phú Mỹ,1,20,6,120,61200000,,,0,,,Đã duyệt,16/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1THUNGHIA,Công ty TNHH Thu Nghĩa,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,220001E,Hồng Hiệp,245,Trần Hưng Đạo,Phường 2,Thị xã Quảng Trị,Tỉnh Quảng Trị,0979750199,IN000002,E5826291396927,Đơn bán,Tablet,11/12/2023,,KHO_THUNGHIA,Kho Thu Nghĩa,TP00000001,Đạm Phú Mỹ,10500000,20,38,760,399000000,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1THUNGHIA,Công ty TNHH Thu Nghĩa,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,220001E,Hồng Hiệp,245,Trần Hưng Đạo,Phường 2,Thị xã Quảng Trị,Tỉnh Quảng Trị,0979750199,IN000002,E5826291396927,Đơn bán,Tablet,11/12/2023,,KHO_THUNGHIA,Kho Thu Nghĩa,TP00000443,NPK PM 16-16-8+13S+TE- bao 50 kg,1,20,10,200,125000000,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1THUNGHIA,Công ty TNHH Thu Nghĩa,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,220036D,CH Lê Đức Yêm,,,Thị Trấn Ái Tử,Huyện Triệu Phong,Tỉnh Quảng Trị,0912882452,IN000001,E4929138358062,Đơn bán,Tablet,11/12/2023,,KHO_THUNGHIA,Kho Thu Nghĩa,TP00000001,Đạm Phú Mỹ,1,20,14,280,145600000,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1THUNGHIA,Công ty TNHH Thu Nghĩa,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,220036D,CH Lê Đức Yêm,,,Thị Trấn Ái Tử,Huyện Triệu Phong,Tỉnh Quảng Trị,0912882452,IN000001,E4929138358062,Đơn bán,Tablet,11/12/2023,,KHO_THUNGHIA,Kho Thu Nghĩa,TP00000444,NPK PM 16-16-8+13S+TE - bao 25 kg,1,40,13,520,165100000,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Quảng Trị,C1THUNGHIA,Công ty TNHH Thu Nghĩa,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,220036D,CH Lê Đức Yêm,,,Thị Trấn Ái Tử,Huyện Triệu Phong,Tỉnh Quảng Trị,0912882452,IN000003,E4929152811316,Đơn bán,Tablet,15/12/2023,,KHO_THUNGHIA,Kho Thu Nghĩa,TP00000001,Đạm Phú Mỹ,1,20,12,240,124800000,,,0,,,Đã duyệt,15/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Thừa Thiên Huế,C1VTNNTTHUE,Công ty CP VTNN Thừa Thiên Huế,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200235,CH Lê Trung Trình,,,Xã Phú Mỹ,Huyện Phú Vang,Tỉnh Thừa Thiên Huế,0914561896,IN000001,E3565729258478,Đơn bán,Tablet,11/12/2023,,KHO_VTNNTHUATHIENHUE,Kho VTNN Thừa Thiên Huế,TP00000001,Đạm Phú Mỹ,1,20,20,400,208000000,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Thừa Thiên Huế,C1VTNNTTHUE,Công ty CP VTNN Thừa Thiên Huế,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200235,CH Lê Trung Trình,,,Xã Phú Mỹ,Huyện Phú Vang,Tỉnh Thừa Thiên Huế,0914561896,IN000015,E3565754525314,Đơn bán,Tablet,16/12/2023,,KHO_VTNNTHUATHIENHUE,Kho VTNN Thừa Thiên Huế,TP00000001,Đạm Phú Mỹ,1,20,12,240,122400000,,,0,,,Đã duyệt,16/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Thừa Thiên Huế,C1VTNNTTHUE,Công ty CP VTNN Thừa Thiên Huế,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200236,CH Trần Bá Lộc,,,Xã Quảng Lợi,Huyện Quảng Điền,Tỉnh Thừa Thiên Huế,0939027243,IN000008,E3565870193498,Đơn bán,Tablet,12/12/2023,,KHO_VTNNTHUATHIENHUE,Kho VTNN Thừa Thiên Huế,TP00000001,Đạm Phú Mỹ,1,20,10,200,104000000,,,0,,,Đã duyệt,12/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Thừa Thiên Huế,C1VTNNTTHUE,Công ty CP VTNN Thừa Thiên Huế,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200236,CH Trần Bá Lộc,,,Xã Quảng Lợi,Huyện Quảng Điền,Tỉnh Thừa Thiên Huế,0939027243,IN000013,E3565876258673,Đơn bán,Tablet,15/12/2023,,KHO_VTNNTHUATHIENHUE,Kho VTNN Thừa Thiên Huế,TP00000001,Đạm Phú Mỹ,1,20,8,160,83200000,,,0,,,Đã duyệt,15/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Thừa Thiên Huế,C1VTNNTTHUE,Công ty CP VTNN Thừa Thiên Huế,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200236,CH Trần Bá Lộc,,,Xã Quảng Lợi,Huyện Quảng Điền,Tỉnh Thừa Thiên Huế,0939027243,IN000017,E3565883130463,Đơn bán,Tablet,16/12/2023,,KHO_VTNNTHUATHIENHUE,Kho VTNN Thừa Thiên Huế,TP00000001,Đạm Phú Mỹ,1,20,6,120,61200000,,,0,,,Đã duyệt,16/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Thừa Thiên Huế,C1VTNNTTHUE,Công ty CP VTNN Thừa Thiên Huế,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,220023A,CH Nguyễn Phi Đăng,,,Xã Hương Toàn,Thị xã Hương Trà,Tỉnh Thừa Thiên Huế,0931998099,IN000016,E3566267007559,Đơn bán,Tablet,16/12/2023,,KHO_VTNNTHUATHIENHUE,Kho VTNN Thừa Thiên Huế,TP00000001,Đạm Phú Mỹ,1,20,6,120,61200000,,,0,,,Đã duyệt,16/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Thừa Thiên Huế,C1VTNNTTHUE,Công ty CP VTNN Thừa Thiên Huế,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,220023B,CH Sáu Tỵ,,,Xã Phong Hiền,Huyện Phong Điền,Tỉnh Thừa Thiên Huế,0914145255,IN000019,E3566318698731,Đơn bán,Tablet,16/12/2023,,KHO_VTNNTHUATHIENHUE,Kho VTNN Thừa Thiên Huế,TP00000001,Đạm Phú Mỹ,1,20,6,120,61200000,,,0,,,Đã duyệt,16/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Thừa Thiên Huế,C1VTNNTTHUE,Công ty CP VTNN Thừa Thiên Huế,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,220023C,CH Thu Sương,,,Xã Phong Hiền,Huyện Phong Điền,Tỉnh Thừa Thiên Huế,0983370752,IN000009,E3566473318921,Đơn bán,Tablet,12/12/2023,,KHO_VTNNTHUATHIENHUE,Kho VTNN Thừa Thiên Huế,TP00000001,Đạm Phú Mỹ,1,20,5,100,52000000,,,0,,,Đã duyệt,12/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Thừa Thiên Huế,C1VTNNTTHUE,Công ty CP VTNN Thừa Thiên Huế,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200330,CH Quang Đào,,,Xã Phú Hồ,Huyện Phú Vang,Tỉnh Thừa Thiên Huế,0900000000,IN000003,E3590838279101,Đơn bán,Tablet,11/12/2023,,KHO_VTNNTHUATHIENHUE,Kho VTNN Thừa Thiên Huế,TP00000001,Đạm Phú Mỹ,1,20,20,400,208000000,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Thừa Thiên Huế,C1VTNNTTHUE,Công ty CP VTNN Thừa Thiên Huế,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200330,CH Quang Đào,,,Xã Phú Hồ,Huyện Phú Vang,Tỉnh Thừa Thiên Huế,0900000000,IN000014,E3590844593419,Đơn bán,Tablet,16/12/2023,,KHO_VTNNTHUATHIENHUE,Kho VTNN Thừa Thiên Huế,TP00000001,Đạm Phú Mỹ,1,20,8,160,81600000,,,0,,,Đã duyệt,16/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Thừa Thiên Huế,C1VTNNTTHUE,Công ty CP VTNN Thừa Thiên Huế,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200331,CH Vân Chiến,,,Xã Phong Hiền,Huyện Phong Điền,Tỉnh Thừa Thiên Huế,0900000000,IN000002,E3590935679673,Đơn bán,Tablet,11/12/2023,,KHO_VTNNTHUATHIENHUE,Kho VTNN Thừa Thiên Huế,TP00000001,Đạm Phú Mỹ,1,20,30,600,3120000000,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Thừa Thiên Huế,C1VTNNTTHUE,Công ty CP VTNN Thừa Thiên Huế,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200331,CH Vân Chiến,,,Xã Phong Hiền,Huyện Phong Điền,Tỉnh Thừa Thiên Huế,0900000000,IN000002,E3590935679673,Đơn bán,Tablet,11/12/2023,,KHO_VTNNTHUATHIENHUE,Kho VTNN Thừa Thiên Huế,TP00000443,NPK PM 16-16-8+13S+TE- bao 50 kg,1,20,20,400,248000000,,,0,,,Đã duyệt,11/12/2023,,,
Công ty Miền Trung,Khu vực Miền Trung,Tỉnh Thừa Thiên Huế,C1VTNNTTHUE,Công ty CP VTNN Thừa Thiên Huế,HVCUONG,Hoàng Văn Cương,QUANGTRI_QUANGNAM_HVC,QuangTri_QuangNam,2200331,CH Vân Chiến,,,Xã Phong Hiền,Huyện Phong Điền,Tỉnh Thừa Thiên Huế,0900000000,IN000010,E3590959677423,Đơn bán,Tablet,15/12/2023,,KHO_VTNNTHUATHIENHUE,Kho VTNN Thừa Thiên Huế,TP00000001,Đạm Phú Mỹ,1,20,20,400,208000000,,,0,,,Đã duyệt,15/12/2023,,,
